"Name","Disabled","TID","LocationTheme","SupportingCampaignGround","BannerOverrideSWF","BannerOverrideExportName","GameModeVariation","Map","CommunityCredit"
"Ball26_PSG","true","TID_BALL_30","BBArena",,,,"BrawlBall","Laserball_26","Hypahn"
"Siege15","true","TID_ROBO_WARS_15","Scrapyard",,,,"Siege","Siege_15","ChichoRD"
"Siege16","true","TID_ROBO_WARS_16","Scrapyard",,,,"Siege","Siege_16","Joop"
"Siege17","true","TID_ROBO_WARS_17","Scrapyard",,,,"Siege","Siege_17","OliveOil"
"Wanted27","true","TID_WANTED_27","WaterPark",,,,"Bounty","Wanted_27","DustyBud"
"Wanted28","true","TID_WANTED_28","DarrylsShip",,,,"Bounty","Wanted_28","tentien"
"Heist27","true","TID_BANKHEIST_27","DarrylsShip",,,,"Heist","Bankheist_27","Chief Pekka"
"Heist28","true","TID_BANKHEIST_28","DarrylsShip",,,,"Heist","Bankheist_28","ChichoRD"
"Raid_TownCrush1","true","TID_RAID_TOWN_CRUSH_1","Minicity",,,,"BossFight_TownCrush","RaidTownCrush_1",
"Survival45","true","TID_BATTLE_ROYALE_45","MortuaryShowdown",,,,"Showdown","Survival_45","PEACH"
"SurvivalTeam45","true","TID_BATTLE_ROYALE_45","MortuaryShowdown",,,,"DuoShowdown","Survival_45","PEACH"
"Survival47","true","TID_BATTLE_ROYALE_47","DefaultShowdown",,,,"Showdown","Survival_47","❤❤❤"
"SurvivalTeam47","true","TID_BATTLE_ROYALE_47","DefaultShowdown",,,,"DuoShowdown","Survival_47","❤❤❤"
"Survival49","true","TID_BATTLE_ROYALE_49","MortuaryShowdown",,,,"Showdown","Survival_49","iLast"
"SurvivalTeam49","true","TID_BATTLE_ROYALE_49","MortuaryShowdown",,,,"DuoShowdown","Survival_49","iLast"
"Survival50","true","TID_BATTLE_ROYALE_50","MortuaryShowdown",,,,"Showdown","Survival_50","Granny Smith"
"SurvivalTeam50",,"TID_BATTLE_ROYALE_50","MortuaryShowdown",,,,"DuoShowdown","Survival_50","Granny Smith"
"Survival51","true","TID_BATTLE_ROYALE_51","MortuaryShowdown",,,,"Showdown","Survival_51","Binnyboy"
"SurvivalTeam51","true","TID_BATTLE_ROYALE_51","MortuaryShowdown",,,,"DuoShowdown","Survival_51","Binnyboy"
"Survival52","true","TID_BATTLE_ROYALE_52","DefaultShowdown",,,,"Showdown","Survival_52","kawaiishark"
"SurvivalTeam52","true","TID_BATTLE_ROYALE_52","DefaultShowdown",,,,"DuoShowdown","Survival_52","kawaiishark"
"Survival53","true","TID_BATTLE_ROYALE_53","DefaultShowdown",,,,"Showdown","Survival_53","BubbyDraggo"
"SurvivalTeam53",,"TID_BATTLE_ROYALE_53","DefaultShowdown",,,,"DuoShowdown","Survival_53","BubbyDraggo"
"Survival54","true","TID_GOLDRUSH_46","MortuaryShowdown",,,,"Showdown","Survival_54","Mordeus"
"SurvivalTeam54","true","TID_GOLDRUSH_46","MortuaryShowdown",,,,"DuoShowdown","Survival_54","Mordeus"
"Survival48","true","TID_BATTLE_ROYALE_46","DefaultShowdown",,,,"Showdown","Survival_46","Nita!"
"SurvivalTeam48","true","TID_BATTLE_ROYALE_46","DefaultShowdown",,,,"DuoShowdown","Survival_46","Nita!"
"KingOfHill8","true","TID_GOLDRUSH_XMAS_3","CastleCourtyard",,,,"KingOfHill","KingOfHill_8",
"KingOfHill9","true","TID_GOLDRUSH_55","Arcade",,,,"KingOfHill","KingOfHill_9",
"KingOfHill10","true","TID_KING_OF_HILL_28","Arcade",,,,"KingOfHill","KingOfHill_10","Collab❤"
"KingOfHill11","true","TID_KING_OF_HILL_18","Arcade",,,,"KingOfHill","KingOfHill_11","Mordeus"
"KingOfHill12","TRUE","TID_KING_OF_HILL_22","Arcade",,,,"KingOfHill","KingOfHill_12","Mordeus"
"KingOfHill13",,"TID_KING_OF_HILL_23","Arcade",,,,"KingOfHill","KingOfHill_13","Mordeus"
"KingOfHill14",,"TID_KING_OF_HILL_20","StuntShow",,,,"KingOfHill","KingOfHill_14","Mordeus"
"Wanted29","true","TID_GOLDRUSH_63","WaterPark",,,,"Bounty","Wanted_29","Frank™"
"Gemgrab32","true","TID_GOLDRUSH_32T","Default",,,,"GemGrab","Gemgrab_32",
"Gemgrab33","true","TID_GOLDRUSH_33T","Default",,,,"GemGrab","Gemgrab_33",
"Gemgrab34","true","TID_GOLDRUSH_34T","Default",,,,"GemGrab","Gemgrab_34",
"KingOfHill15","true","TID_KING_OF_HILL_15F","Arcade",,,,"KingOfHill","KingOfHill_15F",
"KingOfHill16",,"TID_KING_OF_HILL_16F","WaterPark",,,,"KingOfHill","KingOfHill_16F",
"Wanted30","true","TID_WANTED_30T","DarrylsShip",,,,"Bounty","Wanted_30",
"Heist29","true","TID_BANKHEIST_29T","Default",,,,"Heist","Bankheist_29",
"KingOfHill17","true","TID_KING_OF_HILL_30","Arcade",,,,"KingOfHill","KingOfHill_17",
"KingOfHill18","true","TID_KING_OF_HILL_31","Arcade",,,,"KingOfHill","KingOfHill_18",
"PlayerMapTemplate","true","TID_GOLDRUSH_1","Default",,,,"GemGrab","Gemgrab_1",
"KingOfHill20",,"TID_KING_OF_HILL_20F","DarrylsShip",,,,"KingOfHill","KingOfHill_20F",
"Graves9","true","TID_BATTLE_ROYALE_47","MortuaryShowdownHW",,,,"Showdown","Survival_47","❤❤❤"
"GravesTeam9","true","TID_BATTLE_ROYALE_47","MortuaryShowdownHW",,,,"DuoShowdown","Survival_47","❤❤❤"
"Graves10","true","TID_BATTLE_ROYALE_49","MortuaryShowdownHW",,,,"Showdown","Survival_49","iLast"
"GravesTeam10","true","TID_BATTLE_ROYALE_49","MortuaryShowdownHW",,,,"DuoShowdown","Survival_49","iLast"
"Graves11","true","TID_BATTLE_ROYALE_50","MortuaryShowdownHW",,,,"Showdown","Survival_50","Granny Smith"
"GravesTeam11","true","TID_BATTLE_ROYALE_50","MortuaryShowdownHW",,,,"DuoShowdown","Survival_50","Granny Smith"
"Graves12","true","TID_BATTLE_ROYALE_51","MortuaryShowdownHW",,,,"Showdown","Survival_51","Binnyboy"
"GravesTeam12","true","TID_BATTLE_ROYALE_51","MortuaryShowdownHW",,,,"DuoShowdown","Survival_51","Binnyboy"
"Graves13","true","TID_BATTLE_ROYALE_52","MortuaryShowdownHW",,,,"Showdown","Survival_52","kawaiishark"
"GravesTeam13","true","TID_BATTLE_ROYALE_52","MortuaryShowdownHW",,,,"DuoShowdown","Survival_52","kawaiishark"
"Graves14","true","TID_BATTLE_ROYALE_53","MortuaryShowdownHW",,,,"Showdown","Survival_53","BubbyDraggo"
"GravesTeam14","true","TID_BATTLE_ROYALE_53","MortuaryShowdownHW",,,,"DuoShowdown","Survival_53","BubbyDraggo"
"Graves15","true","TID_BATTLE_ROYALE_46","MortuaryShowdownHW",,,,"Showdown","Survival_46","Nita!"
"GravesTeam15","true","TID_BATTLE_ROYALE_46","MortuaryShowdownHW",,,,"DuoShowdown","Survival_46","Nita!"
"Coop5","true","TID_COOP_7","DefaultShowdown",,,,"RoboRumble","Coop_5",
"Coop6","true","TID_COOP_8","MortuaryShowdown",,,,"RoboRumble","Coop_6",
"BossFight5","true","TID_BOSS_8","Default",,,,"BigGame","BossFight_5",
"BossFight6","true","TID_BOSS_7","Default",,,,"BigGame","BossFight_6",
"Raid5","true","TID_RAID_4","DefaultShowdown",,,,"BossFight","Raid_5",
"Raid6","true","TID_RAID_5","MortuaryShowdown",,,,"BossFight","Raid_6",
"Gemgrab35",,"TID_GOLDRUSH_35C","StuntShow",,,,"GemGrab","Gemgrab_35","*.+Ľûpųş+.*"
"CaptureTheFlag9","true","TID_TROPHYTHIEVES_08","Arcade",,,,"CTF","CaptureTheFlag_9",
"CaptureTheFlag10","true","TID_TROPHYTHIEVES_09","Arcade",,,,"CTF","CaptureTheFlag_10",
"CaptureTheFlag11","true","TID_TROPHYTHIEVES_10","Arcade",,,,"CTF","CaptureTheFlag_11",
"CaptureTheFlag12","true","TID_TROPHYTHIEVES_11","Arcade",,,,"CTF","CaptureTheFlag_12","Mordeus"
"CaptureTheFlag13","true","TID_TROPHYTHIEVES_12","Arcade",,,,"CTF","CaptureTheFlag_13","Mordeus"
"CaptureTheFlag14","true","TID_TROPHYTHIEVES_13","Arcade",,,,"CTF","CaptureTheFlag_14","Mordeus"
"CaptureTheFlag15","true","TID_TROPHYTHIEVES_14","Arcade",,,,"CTF","CaptureTheFlag_15",
"Siege19","true","TID_JAN2021MAPS_21","Scrapyard",,,,"Siege","Siege_19","Q16D (aka Świerszczu)"
"Wanted20","true","TID_JAN2021MAPS_22","Brawlywood",,,,"Bounty","Wanted_20","AJ ( ˘ ³˘)"
"Ball31","true","TID_JAN2021MAPS_5","Grassfield",,,,"BrawlBall","Laserball_31","McBastos"
"Ball32","true","TID_JAN2021MAPS_2","BBArena",,,,"BrawlBall","Laserball_32","⚡MićoGamer⚡"
"Ball33","true","TID_JAN2021MAPS_6","BBArena",,,,"BrawlBall","Laserball_33","No i Wont"
"Ball34","true","TID_JAN2021MAPS_31","Grassfield",,,,"BrawlBall","Laserball_34","Mordeus"
"Ball35","true","TID_JAN2021MAPS_7","BBArena",,,,"BrawlBall","Laserball_35","Frep"
"Ball36","true","TID_JAN2021MAPS_8","BBArena",,,,"BrawlBall","Laserball_36","Ellisimo"
"Gemgrab36","true","TID_JAN2021MAPS_4","Default",,,,"GemGrab","Gemgrab_36","TR | Miqu3"
"Gemgrab37","true","TID_JAN2021MAPS_3","Default",,,,"GemGrab","Gemgrab_37","BK|PoneySwagg"
"Gemgrab38","true","TID_JAN2021MAPS_17","Default",,,,"GemGrab","Gemgrab_38","RealCanadian"
"Heist21","true","TID_JAN2021MAPS_19","CastleCourtyard",,,,"Heist","Bankheist_21","FeFaLah"
"Heist22","true","TID_JAN2021MAPS_20","CastleCourtyard",,,,"Heist","Bankheist_22","BiohazarD"
"KingOfHill21","true","TID_JAN2021MAPS_15","Arcade",,,,"KingOfHill","KingOfHill_21","TooManyPelican"
"KingOfHill22","true","TID_JAN2021MAPS_9","Brawlywood",,,,"KingOfHill","KingOfHill_22","TCGLLight"
"KingOfHill23","true","TID_JAN2021MAPS_10","Brawlywood",,,,"KingOfHill","KingOfHill_23","LynxRo"
"KingOfHill24","true","TID_JAN2021MAPS_32","Brawlywood",,,,"KingOfHill","KingOfHill_24","captaincto"
"Survival55","true","TID_JAN2021MAPS_33","MortuaryShowdown",,,,"Showdown","Survival_55","AmirKaka"
"SurvivalTeam55","true","TID_JAN2021MAPS_33","MortuaryShowdown",,,,"DuoShowdown","Survival_55","AmirKaka"
"ProtectKing1","true","MAP 1","Brawlywood",,,,"ProtectKing","Wanted_17",
"ProtectKing2","true","MAP 2","Default",,,,"ProtectKing","KingOfHill_1",
"ProtectKing3","true","MAP 3","Arcade",,,,"ProtectKing","KingOfHill_3",
"ProtectKing4","true","MAP 4","CastleCourtyard",,,,"ProtectKing","Gemgrab_4",
"ProtectKing5","true","MAP 5","Default",,,,"ProtectKing","Wanted_9",
"ProtectKing6","true","MAP 6","DarrylsShip",,,,"ProtectKing","Gemgrab_7",
"Knockout1","true","TID_KNOCKOUT_01","CastleCourtyard",,,,"Knockout","Knockout_1",
"Knockout2","true","TID_KNOCKOUT_02","Mortuary",,,,"Knockout","Knockout_2",
"Knockout3","true","TID_KNOCKOUT_03","CastleCourtyard",,,,"Knockout","Knockout_3",
"Knockout4","true","TID_KNOCKOUT_04","CastleCourtyard",,,,"Knockout","Knockout_4",
"Knockout5","true","TID_KNOCKOUT_05","CastleCourtyard",,,,"Knockout","Knockout_5",
"Knockout6","true","TID_KNOCKOUT_06","CastleCourtyard",,,,"Knockout","Knockout_6",
"Knockout7","true","TID_KNOCKOUT_07","CastleCourtyard",,,,"Knockout","Knockout_7",
"Knockout8",,"TID_MAR2021MAPS_14","Default",,,,"Knockout","Knockout_8",
"Knockout9",,"TID_MAR2021MAPS_10","Arcade",,,,"Knockout","Knockout_9",
"Knockout10",,"TID_MAR2021MAPS_8","StuntShow",,,,"Knockout","Knockout_10",
"HoldTheBall6","true","TID_HOLDTROPHY_06","Arcade",,,,"HoldTheBall","Dribble_06",
"HoldTheBall7","true","TID_HOLDTROPHY_07","Arcade",,,,"HoldTheBall","Dribble_07",
"HoldTheBall8","true","TID_HOLDTROPHY_08","Arcade",,,,"HoldTheBall","Dribble_08",
"HoldTheBall9","true","TID_HOLDTROPHY_09","Arcade",,,,"HoldTheBall","Dribble_09",
"HoldTheBall10","true","TID_HOLDTROPHY_10","Arcade",,,,"HoldTheBall","Dribble_10",
"HoldTheBall11","true","TID_HOLDTROPHY_11","Arcade",,,,"HoldTheBall","Dribble_11",
"HoldTheBall12","true","TID_HOLDTROPHY_05","Arcade",,,,"HoldTheBall","Dribble_12",
"VolleyBrawl1","true","TID_VOLLEY_01","BBArenaVolley",,,,"VolleyBrawl","VolleyBrawl_1",
"VolleyBrawl2","true","TID_VOLLEY_02","BBArenaVolley",,,,"VolleyBrawl","VolleyBrawl_2",
"VolleyBrawl3","true","TID_VOLLEY_03","BBArenaVolley",,,,"VolleyBrawl","VolleyBrawl_3",
"VolleyBrawl4","true","TID_VOLLEY_04","BBArenaVolley",,,,"VolleyBrawl","VolleyBrawl_4",
"VolleyBrawl5","true","TID_VOLLEY_05","BBArenaVolley",,,,"VolleyBrawl","VolleyBrawl_5",
"VolleyBrawl6","true","TID_VOLLEY_06","BBArenaVolley",,,,"VolleyBrawl","VolleyBrawl_6",
"VolleyBrawl7","true","TID_VOLLEY_07","BBArenaVolley",,,,"VolleyBrawl","VolleyBrawl_7",
"BasketBrawl1","true","TID_BASKET_01","ArcadeBasket",,,,"BasketBrawl","BasketBrawl_1",
"BasketBrawl2","true","TID_BASKET_02","ArcadeBasket",,,,"BasketBrawl","BasketBrawl_2",
"BasketBrawl3","true","TID_BASKET_03","ArcadeBasket",,,,"BasketBrawl","BasketBrawl_3",
"BasketBrawl4","true","TID_BASKET_04","ArcadeBasket",,,,"BasketBrawl","BasketBrawl_4",
"BasketBrawl5","true","TID_BASKET_05","ArcadeBasket",,,,"BasketBrawl","BasketBrawl_5",
"BasketBrawl6","true","TID_BASKET_06","ArcadeBasket",,,,"BasketBrawl","BasketBrawl_6",
"BasketBrawl7","true","TID_BASKET_07","ArcadeBasket",,,,"BasketBrawl","BasketBrawl_7",
"Survival56","true","TID_SD_JUNE21_1","MortuaryShowdown",,,,"Showdown","Survival_56","Mordeus"
"SurvivalTeam56","true","TID_SD_JUNE21_1","MortuaryShowdown",,,,"DuoShowdown","Survival_56","Mordeus"
"Survival58","true","TID_SD_JUNE21_3","DefaultShowdown",,,,"Showdown","Survival_58","DarkKnight"
"SurvivalTeam58","true","TID_SD_JUNE21_3","DefaultShowdown",,,,"DuoShowdown","Survival_58","DarkKnight"
"Survival59","true","TID_SD_JUNE21_4","MortuaryShowdown",,,,"Showdown","Survival_59","nitis"
"SurvivalTeam59","true","TID_SD_JUNE21_4","MortuaryShowdown",,,,"DuoShowdown","Survival_59","nitis"
"Survival60","true","TID_SD_JUNE21_5","MortuaryShowdown",,,,"Showdown","Survival_60","Vortex12"
"SurvivalTeam60","true","TID_SD_JUNE21_5","MortuaryShowdown",,,,"DuoShowdown","Survival_60","Vortex12"
"Survival61","true","TID_SD_JUNE21_6","DefaultShowdown",,,,"Showdown","Survival_61",
"SurvivalTeam61","true","TID_SD_JUNE21_6","DefaultShowdown",,,,"DuoShowdown","Survival_61",
"Survival62","true","JUNEMAP7_PLACEHOLDER","MortuaryShowdown",,,,"Showdown","Survival_62",
"SurvivalTeam62","true","JUNEMAP7_PLACEHOLDER","MortuaryShowdown",,,,"DuoShowdown","Survival_62",
"Gemgrab39","true","TID_GG_JUNE21_1","Default",,,,"GemGrab","Gemgrab_39","PhotonWinz"
"Gemgrab40","true","TID_GG_JUNE21_2","Default",,,,"GemGrab","Gemgrab_40","Pufferfish"
"Gemgrab41","true","TID_GG_JUNE21_3","Default",,,,"GemGrab","Gemgrab_41","Imfernol"
"Gemgrab42","true","TID_GG_JUNE21_4","Default",,,,"GemGrab","Gemgrab_42","Goomy4"
"Gemgrab43","true","TID_GG_JUNE21_5","Default",,,,"GemGrab","Gemgrab_43",
"Gemgrab44","true","JUNEMAP6_PLACEHOLDER","Default",,,,"GemGrab","Gemgrab_44",
"Ball37","true","TID_BB_JUNE21_1","BBArena",,,,"BrawlBall","Laserball_37","OwenReds"
"Ball38","true","TID_BB_JUNE21_2","BBArena",,,,"BrawlBall","Laserball_38","Ellisimo"
"Ball39","true","TID_BB_JUNE21_3","BBArena",,,,"BrawlBall","Laserball_39","Cloudy"
"Ball40","true","TID_BB_JUNE21_4","BBArena",,,,"BrawlBall","Laserball_40","Galactic"
"Ball41","true","TID_BB_JUNE21_5","BBArena",,,,"BrawlBall","Laserball_41","amazingSuper"
"Ball42","true","JUNEMAP6_PLACEHOLDER","BBArena",,,,"BrawlBall","Laserball_42",
"Ball43","true","JUNEMAP7_PLACEHOLDER","BBArena",,,,"BrawlBall","Laserball_43",
"Heist23","true","TID_HEIST_JUNE21_1","CastleCourtyard",,,,"Heist","Bankheist_23","STB"
"Heist24","true","TID_HEIST_JUNE21_2","CastleCourtyard",,,,"Heist","Bankheist_24","DarkKnight"
"Heist25","true","TID_HEIST_JUNE21_3","CastleCourtyard",,,,"Heist","Bankheist_25","DarkAngel_821"
"Heist26","true","JUNEMAP4_PLACEHOLDER","CastleCourtyard",,,,"Heist","Bankheist_26",
"KingOfHill25","true","TID_HZ_JUNE21_1","Brawlywood",,,,"KingOfHill","KingOfHill_25","Koolreaper"
"KingOfHill26","true","TID_HZ_JUNE21_2","Brawlywood",,,,"KingOfHill","KingOfHill_26","RealCanadian ;D"
"KingOfHill27","true","TID_HZ_JUNE21_3","Brawlywood",,,,"KingOfHill","KingOfHill_27","Sarangwon"
"KingOfHill28","true","JUNEMAP4_PLACEHOLDER","Brawlywood",,,,"KingOfHill","KingOfHill_28",
"Wanted21","true","TID_BOUNTY_JUNE21_1","CastleCourtyard",,,,"Bounty","Wanted_21","Vortex12"
"Wanted22","true","TID_BOUNTY_JUNE21_2","CastleCourtyard",,,,"Bounty","Wanted_22",
"Siege20","true","TID_SIEGE_JUNE21_1","Scrapyard",,,,"Siege","Siege_20","RealCanadian ;D"
"Siege21","true","TID_SIEGE_JUNE21_2","Scrapyard",,,,"Siege","Siege_21",
"Knockout11","true","TID_KO_JUNE21_1","DarrylsShip",,,,"Knockout","Knockout_11",
"Knockout12","true","TID_KO_JUNE21_2","WaterPark",,,,"Knockout","Knockout_12",
"Survival63","true","TID_SHOWDOWN_63","DefaultShowdown",,,,"Showdown","Survival_63","DeterminedDaaf"
"SurvivalTeam63","true","TID_SHOWDOWN_63","DefaultShowdown",,,,"DuoShowdown","Survival_63","DeterminedDaaf"
"Survival64","true","SD_AUGCOMP3","DefaultShowdown",,,,"Showdown","Survival_64",
"SurvivalTeam64","true","SD_AUGCOMP4","DefaultShowdown",,,,"DuoShowdown","Survival_64",
"Survival65","true","SD_AUGCOMP5","DefaultShowdown",,,,"Showdown","Survival_65",
"SurvivalTeam65","true","SD_AUGCOMP6","DefaultShowdown",,,,"DuoShowdown","Survival_65",
"Survival68","true","TID_SHOWDOWN_69","DefaultShowdown",,,,"Showdown","Survival_69",
"SurvivalTeam68","true","TID_SHOWDOWN_69","DefaultShowdown",,,,"DuoShowdown","Survival_69",
"Knockout13","true","TID_KNOCKOUT_13","Brawlywood",,,,"Knockout","Knockout_13","Poierg"
"Knockout14","true","KO_AUGCOMP2","WaterPark",,,,"Knockout","Knockout_14",
"Knockout15",,"TID_KNOCKOUT_15","Arcade",,,,"Knockout","Knockout_15","JavQuek"
"Heist30","true","TID_HEIST_30","WaterPark",,,,"Heist","Bankheist_30","my name is.."
"Heist31","true","HEIST_AUGCOMP2","WaterPark",,,,"Heist","Bankheist_31",
"Heist32","true","TID_HEIST_32","Brawlywood",,,,"Heist","Bankheist_32","TooManyPelican"
"Wanted23","true","TID_BOUNTY_23","WaterPark",,,,"Bounty","Wanted_23","MagicalAz1"
"Wanted24","true","TID_BOUNTY_24","Brawlywood",,,,"Bounty","Wanted_24","Edy"
"Wanted25","true","BOUNTY_AUGCOMP2","WaterPark",,,,"Bounty","Wanted_25",
"Siege22","true","SIEGE_AUGCOMP1","Scrapyard",,,,"Siege","Siege_22",
"Siege23","true","TID_SIEGE_23","Scrapyard",,,,"Siege","Siege_23","fatbeandee"
"Siege24","true","TID_SIEGE_24","Scrapyard",,,,"Siege","Siege_24","DustyBud"
"KingOfHill29","true","TID_HOTZONE_29","WaterPark",,,,"KingOfHill","KingOfHill_29","TooManyPelican"
"KingOfHill30","true","HZ_AUGCOMP2","WaterPark",,,,"KingOfHill","KingOfHill_30",
"KingOfHill31","true","TID_HOTZONE_31","WaterPark",,,,"KingOfHill","KingOfHill_31","Oblivious | Vibez"
"Ball44","true","BB_AUGCOMP1","Grassfield",,,,"BrawlBall","Laserball_44",
"Ball45","true","TID_BRAWLBALL_45","Grassfield",,,,"BrawlBall","Laserball_45","IAmBread"
"Ball46","true","TID_BRAWLBALL_46","Grassfield",,,,"BrawlBall","Laserball_46","Oski_01"
"Gemgrab45","true","TID_GEMGRAB_45","Default",,,,"GemGrab","Gemgrab_45","Brunoistrash"
"Gemgrab46","true","TID_GEMGRAB_46","Default",,,,"GemGrab","Gemgrab_46","Lost Lukas"
"Gemgrab47","true","GG_AUGCOMP3","WaterPark",,,,"GemGrab","Gemgrab_47",
"TagTeam1","true","TID_TAGTEAM_1","WaterPark",,,,"TagTeam","TagTeam_1",
"TagTeam2","true","TID_TAGTEAM_2","WaterPark",,,,"TagTeam","TagTeam_2",
"TagTeam3","true","TID_TAGTEAM_3","Default",,,,"TagTeam","TagTeam_3",
"TagTeam4","true","TID_TAGTEAM_4","WaterPark",,,,"TagTeam","TagTeam_4",
"TagTeam5","true","TID_TAGTEAM_5","Mortuary",,,,"TagTeam","TagTeam_5",
"TagTeam6","true","TID_TAGTEAM_6","Arcade",,,,"TagTeam","TagTeam_6",
"TagTeam7","true","TID_TAGTEAM_7","WaterPark",,,,"TagTeam","TagTeam_7",
"TagTeam8","true","TID_TAGTEAM_8","WaterPark",,,,"TagTeam","TagTeam_8",
"TagTeam9","true","TID_TAGTEAM_9","WaterPark",,,,"TagTeam","TagTeam_9",
"TagTeam10","true","TID_TAGTEAM_10","StuntShow",,,,"TagTeam","TagTeam_10",
"TagTeam11","true","TID_TAGTEAM_11","DarrylsShip",,,,"TagTeam","TagTeam_11",
"TagTeam12","true","TID_TAGTEAM_12","StuntShow",,,,"TagTeam","TagTeam_12",
"Deathmatch1","true","TID_DEATHMATCH_1","WaterPark",,,,"Deathmatch","Deathmatch_1","Mordeus"
"Payload1","true","TID_PAYLOAD_1","StuntShow",,,,"Payload","Payload_1",
"Payload2","true","TID_PAYLOAD_2","StuntShow",,,,"Payload","Payload_2",
"Payload3","true","TID_PAYLOAD_3","StuntShow",,,,"Payload","Payload_3",
"Payload4","true","TID_PAYLOAD_4","StuntShow",,,,"Payload","Payload_4",
"Deathmatch2","true","TID_DEATHMATCH_2","Mortuary",,,,"Deathmatch","Deathmatch_2","Mordeus"
"Deathmatch3","true","TID_DEATHMATCH_3","StuntShow",,,,"Deathmatch","Deathmatch_3","Mordeus"
"Deathmatch4","true","TID_DEATHMATCH_4","DarrylsShip",,,,"Deathmatch","Deathmatch_4","Mordeus"
"Deathmatch5","true","TID_DEATHMATCH_5","WaterPark",,,,"Deathmatch","Deathmatch_5","Mordeus"
"Deathmatch6","true","TID_DEATHMATCH_6","Default",,,,"Deathmatch","Deathmatch_6","Mordeus"
"Deathmatch7","true","TID_DEATHMATCH_7","StuntShow",,,,"Deathmatch","Deathmatch_7","Mordeus"
"Deathmatch8","true","TID_DEATHMATCH_OLD","Mortuary",,,,"Deathmatch","Knockout_7",
"Deathmatch9","true","TID_DEATHMATCH_OLD","Mortuary",,,,"Deathmatch","Knockout_8",
"Deathmatch10","true","TID_DEATHMATCH_OLD","Mortuary",,,,"Deathmatch","Knockout_9",
"Deathmatch11","true","TID_DEATHMATCH_OLD","Mortuary",,,,"Deathmatch","Knockout_10",
"Gemgrab48","true","TID_GEMGRAB_48","Default",,,,"GemGrab","Gemgrab_48",
"SurvivalTutorial","true","TID_TUTORIAL_SD_FIRST","IslandShowdown",,,,"Showdown","Survival_Tutorial",
"Payload5","true","TID_PAYLOAD_5","Default",,,,"Payload","Payload_5","Mordeus"
"Payload6","true","TID_PAYLOAD_6","Default",,,,"Payload","Payload_6","Mordeus"
"Payload7","true","TID_PAYLOAD_7","Default",,,,"Payload","Payload_7","Mordeus"
"Payload8","true","TID_PAYLOAD_8","Default",,,,"Payload","Payload_8","Mordeus"
"Payload9","true","TID_PAYLOAD_9","Default",,,,"Payload","Payload_9","Mordeus"
"Payload10","true","TID_PAYLOAD_10","Default",,,,"Payload","Payload_10","Mordeus"
"Payload11","true","TID_PAYLOAD_11","Default",,,,"Payload","Payload_11","Mordeus"
"Payload12","true","TID_PAYLOAD_12","Default",,,,"Payload","Payload_12","Mordeus"
"Payload13","true","TID_PAYLOAD_13","Default",,,,"Payload","Payload_13","Mordeus"
"Payload14","true","TID_PAYLOAD_14","Default",,,,"Payload","Payload_14","Mordeus"
"Payload15","true","TID_PAYLOAD_15","Default",,,,"Payload","Payload_15","Mordeus"
"Gemgrab49",,"TID_GEMGRAB_49","StuntShow",,,,"GemGrab","Gemgrab_49","Mordeus"
"Ball47",,"TID_BRAWLBALL_47","GrassfieldBeachBall",,,,"BrawlBall","Laserball_47","Mordeus"
"Knockout16",,"TID_KNOCKOUT_16","WaterPark",,,,"Knockout","Knockout_16","iLast"
"Knockout17","true","TID_KNOCKOUT_17","DarrylsShip",,,,"Knockout","Knockout_17",
"KingOfHill32","true","TID_HOTZONE_32","Default",,,,"KingOfHill","KingOfHill_32","Dr. No"
"Ball48","true","TID_BRAWLBALL_48","GrassfieldBeachBall",,,,"BrawlBall","Laserball_48","Volt"
"Gemgrab50",,"TID_GEMGRAB_50","WaterPark",,,,"GemGrab","Gemgrab_50","Shroky"
"Gemgrab51","true","TID_GEMGRAB_51","Default",,,,"GemGrab","Gemgrab_51","Schnauzer"
"Survival69",,"TID_SHOWDOWN_69","DefaultShowdown",,,,"Showdown","Survival_69","gradient33"
"SurvivalTeam69",,"TID_SHOWDOWN_69","DefaultShowdown",,,,"DuoShowdown","Survival_69","gradient33"
"Survival70","true","TID_SHOWDOWN_70","MortuaryShowdown",,,,"Showdown","Survival_70",
"SurvivalTeam70","true","TID_SHOWDOWN_70","MortuaryShowdown",,,,"DuoShowdown","Survival_70",
"Invasion1","true","TID_INVASION_1","StuntShow",,,,"Invasion","Invasion_1","Mordeus"
"Invasion2","true","TID_INVASION_2","Default",,,,"Invasion","Invasion_2","Mordeus"
"Invasion3","true","TID_INVASION_3","Default",,,,"Invasion","Invasion_3","Mordeus"
"Invasion4","true","TID_INVASION_4","Default",,,,"Invasion","Invasion_4","Mordeus"
"Invasion5","true","TID_INVASION_5","Mortuary",,,,"Invasion","Invasion_5","Mordeus"
"Invasion6","true","TID_INVASION_6","Default",,,,"Invasion","Invasion_6","Mordeus"
"Invasion7","true","TID_INVASION_7","Default",,,,"Invasion","Invasion_7","Mordeus"
"Invasion8","true","TID_INVASION_8","Default",,,,"Invasion","Invasion_8","Mordeus"
"Invasion9","true","TID_INVASION_9","WaterPark",,,,"Invasion","Invasion_9","Mordeus"
"Invasion10","true","TID_INVASION_10","Default",,,,"Invasion","Invasion_10","Mordeus"
"Invasion11","true","TID_INVASION_11","Default",,,,"Invasion","Invasion_11","Mordeus"
