Name,IconSWF,IconExportName,Target,Disabled,LockedForChronos,DynamicRarityStartSeason,MetaType,RequiresCard,Type,Skill,Value,Value2,Value3,Rarity,TID,PowerNumberTID,PowerNumber2TID,PowerNumber3TID,PowerNumber4TID,PowerIcon1ExportName,PowerIcon2ExportName,SortOrder,DontUpgradeStat,HideDamageStat
Barkeep_unique_2,sc/ui.sc,,Barkeep,,,,4,,damage_main_attack,,200,,,common,TID_SPEC_ABI_DAMAGE_MAIN_ATTACK,,,,,genicon_health,,,,
HookDude_unique_2,sc/ui.sc,,HookDude,,,,4,,damage_ulti,,300,,,common,TID_SPEC_ABI_DAMAGE_ULTI,,,,,genicon_health,,,,
BlackHole_unique_2,sc/ui.sc,,BlackHole,,,,4,,black_hole_healer,,1,,,common,TID_SPEC_ABI_BLACK_HOLE_HEALER,,,,,genicon_health,,,,
ClusterBombDude_unique_2,sc/ui.sc,,ClusterBombDude,,,,4,,recharge,,220,,,common,TID_SPEC_ABI_RECHARGE,,,,,genicon_health,,,,
ShotgunGirl_unique_3,sc/ui.sc,,ShotgunGirl,true,true,,4,,petrol_reload,,7,40,,common,TID_SPEC_SUPER_RANGE,,,,,genicon_health,,,,
BullDude_unique_3,sc/ui.sc,,BullDude,true,true,,4,,petrol_reload,,1,,,common,TID_SPEC_ABI_IMMUNE_TO_CC,,,,,genicon_health,,,,
DeadMariachi_unique_3,sc/ui.sc,,DeadMariachi,true,true,,4,,petrol_reload,,1,,,common,TID_SPEC_ABI_CURE_DEBUFFS,,,,,genicon_health,,,,
Baseball_unique_3,sc/ui.sc,,Baseball,true,true,,4,,petrol_reload,,60,350,,common,TID_SPEC_ABI_SUPER_SLOW,,,,,genicon_health,,,,
Whirlwind_unique_3,sc/ui.sc,,Whirlwind,true,true,,4,,petrol_reload,,600,,,common,TID_SPEC_ABI_SUPER_DESTROY_WALLS,,,,,genicon_health,,,,
Undertaker_unique_3,sc/ui.sc,,Undertaker,true,true,,4,,petrol_reload,,15,30,,common,TID_SPEC_ABI_DASH_SHIELD,,,,,genicon_health,,,,
Arcade_unique,sc/ui.sc,,Arcade,,,,4,,larger_area_ulti,,1,,,common,TID_SPEC_ABI_LARGER_AREA_ULTI,,,,,genicon_health,,,,
Luchador_unique_3,sc/ui.sc,,Luchador,true,true,,4,,petrol_reload,,500,2880,,common,TID_SPEC_ABI_GROW_FROM_DAMAGE,,,,,genicon_health,,,,
Gunslinger_unique_3,sc/ui.sc,,Gunslinger,true,true,,4,,petrol_reload,,2000,,,common,TID_SPEC_ABI_ARMOR,,,,,genicon_health,,,,
Mechanic_unique_3,sc/ui.sc,,Mechanic,true,true,,4,,petrol_reload,,600,,,common,TID_SPEC_ABI_WALKING_TURRET,,,,,genicon_health,,,,
RocketGirl_unique_3,sc/ui.sc,,RocketGirl,true,true,,4,,petrol_reload,,30,,,common,TID_SPEC_SHIELD_ULTI,,,,,genicon_health,,,,
TntDude_unique_3,sc/ui.sc,,TntDude,true,true,,4,,petrol_reload,,1,,,common,TID_SPEC_ABI_PET,,,,,genicon_health,,,,
Sniper_unique_3,sc/ui.sc,,Sniper,true,true,,4,,petrol_reload,,15,,,common,TID_SPEC_SPOT_FROM_AIR,,,,,genicon_health,,,,
Ninja_unique_3,sc/ui.sc,,Ninja,true,true,,4,,petrol_reload,,140,,,common,TID_SPEC_ABI_DAMAGE_ULTI,,,,,genicon_health,,,,
Cactus_unique_3,sc/ui.sc,,Cactus,true,true,,4,,petrol_reload,,40,672,20,common,TID_SPEC_ABI_SPIKES_LOW_HEALTH,,,,,genicon_health,,,,
Arcade_unlock,sc/ui.sc,,Arcade,,,,0,,unlock,,,,,common,,,,,,,,110,,
Arcade_hp,sc/ui.sc,health_icon,Arcade,,,,1,,hp,,,,,common,TID_ARMOR,TID_ARMOR_STAT,,,,genicon_health,,,,
Arcade_abi,sc/ui.sc,attack_icon,Arcade,,,,2,,skill,ArcadeWeapon,,,,common,TID_ARCADE_WEAPON,TID_STAT_DAMAGE_PER_BEAM,,,,genicon_damage,,,,
Arcade_ulti,sc/ui.sc,ulti_icon,Arcade,,,,3,,skill,ArcadeUlti,,,,common,TID_ARCADE_ULTI,TID_STAT_DAMAGE_BOOST,TID_DAMAGE_BOOSTER_HEALTH,,,genicon_heal,genicon_health,,true,
Arcade_unique_2,sc/ui.sc,,Arcade,,,,4,,plugged_in,,140,7,8,common,TID_SPEC_ABI_PLUGGED_IN,,,,,genicon_health,,,,
Sandstorm_unlock,sc/ui.sc,,Sandstorm,,,,0,,unlock,,,,,legendary,,,,,,,,604,,
Sandstorm_hp,sc/ui.sc,health_icon,Sandstorm,,,,1,,hp,,,,,common,TID_ARMOR,TID_ARMOR_STAT,,,,genicon_health,,,,
Sandstorm_abi,sc/ui.sc,attack_icon,Sandstorm,,,,2,,skill,SandstormWeapon,,,,common,TID_SANDSTORM_WEAPON,TID_STAT_DAMAGE,,,,genicon_damage,,,,
Sandstorm_ulti,sc/ui.sc,ulti_icon,Sandstorm,,,,3,,skill,SandstormUlti,,,,common,TID_SANDSTORM_ULTI,TID_STAT_SANDSTORM,,,,genicon_damage,,,,
Sandstorm_unique,sc/ui.sc,,Sandstorm,,,,4,,aoe_dot,,100,,,common,TID_SPEC_ABI_SANDSTORM_DOT,,,,,genicon_health,,,,
Sandstorm_unique_2,sc/ui.sc,,Sandstorm,,,,4,,aoe_dot,,-300,,,common,TID_SPEC_ABI_SANDSTORM_HOT,,,,,genicon_health,,,,
BeeSniper_unlock,sc/ui.sc,,BeeSniper,,,,0,,unlock,,,,,epic,,,,,,,,405,,
BeeSniper_hp,sc/ui.sc,health_icon,BeeSniper,,,,1,,hp,,,,,common,TID_ARMOR,TID_ARMOR_STAT,,,,genicon_health,,,,
BeeSniper_abi,sc/ui.sc,attack_icon,BeeSniper,,,,2,,skill,BeeSniperWeapon,,,,common,TID_BEE_SNIPER_WEAPON,TID_STAT_DAMAGE,,,,genicon_damage,,,,
BeeSniper_ulti,sc/ui.sc,ulti_icon,BeeSniper,,,,3,,skill,BeeSniperUlti,,,,common,TID_BEE_SNIPER_ULTI,TID_STAT_DAMAGE_PER_DRONE,,,,genicon_damage,,,,
BeeSniper_unique,sc/ui.sc,,BeeSniper,,,,4,,instant_charged_shot,,2,,,common,TID_SPEC_ABI_BEE_SNIPER_1,,,,,genicon_damage,,,,
BeeSniper_unique_2,sc/ui.sc,,BeeSniper,,,,4,,shield_while_charged,,30,,,common,TID_SPEC_ABI_BEE_SNIPER_2,,,,,genicon_damage,,,,
Mummy_unlock,sc/ui.sc,,Mummy,,,,0,,unlock,,,,,common,,,,,,,,111,,
Mummy_hp,sc/ui.sc,health_icon,Mummy,,,,1,,hp,,,,,common,TID_ARMOR,TID_ARMOR_STAT,,,,genicon_health,,,,
Mummy_abi,sc/ui.sc,attack_icon,Mummy,,,,2,,skill,MummyWeapon,,,,common,TID_MUMMY_WEAPON,TID_STAT_DAMAGE_PER_HALF_SECOND,,,,genicon_damage,,,,
Mummy_ulti,sc/ui.sc,ulti_icon,Mummy,,,,3,,skill,MummyUlti,,,,common,TID_MUMMY_ULTI,TID_STAT_DAMAGE_PER_SECOND,,,,genicon_damage,,,,
Mummy_unique,sc/ui.sc,,Mummy,,,,4,,increase_dmg_consecutive_dot,,25,,,common,TID_SPEC_ABI_TICK_DMG_GROW,,,,,genicon_damage,,,,
Mummy_unique_2,sc/ui.sc,,Mummy,,,,4,,ulti_heals_self,,420,,,common,TID_SPEC_ABI_HEAL_SUPER_DMG,,,,,genicon_health,,,,
SpawnerDude_unlock,sc/ui.sc,,SpawnerDude,,,,0,,unlock,,,,,mega_epic,,,,,,,,505,,
SpawnerDude_hp,sc/ui.sc,health_icon,SpawnerDude,,,,1,,hp,,,,,common,TID_ARMOR,TID_ARMOR_STAT,,,,genicon_health,,,,
SpawnerDude_abi,sc/ui.sc,attack_icon,SpawnerDude,,,,2,,skill,SpawnerDudeWeapon,,,,common,TID_SPAWNER_DUDE_WEAPON,TID_STAT_DAMAGE_EACH_WAY,,,,genicon_damage,,,,
SpawnerDude_ulti,sc/ui.sc,ulti_icon,SpawnerDude,,,,3,,skill,SpawnerDudeUlti,,,,common,TID_SPAWNER_DUDE_ULTI,TID_PORTER_HEALTH,TID_SPAWN_BUILDING_HEALTH,TID_PORTER_DAMAGE,,genicon_damage,genicon_health,,,
SpawnerDude_unique,sc/ui.sc,icon_sp_spawner_1,SpawnerDude,,,,4,,explosion_damage_increase,,4000,40,,common,TID_SPEC_ABI_SPAWNER_DUDE_1,,,,,genicon_damage,,,,
SpawnerDude_unique_2,sc/ui.sc,icon_sp_spawner_2,SpawnerDude,,,,4,,secondary_pet_buff,,20,30,,common,TID_SPEC_ABI_SPAWNER_DUDE_2,,,,,genicon_damage,,,,
Speedy_unlock,sc/ui.sc,,Speedy,,,,0,,unlock,,,,,mega_epic,,,,,,,,504,,
Speedy_hp,sc/ui.sc,health_icon,Speedy,,,,1,,hp,,,,,common,TID_ARMOR,TID_ARMOR_STAT,,,,genicon_health,,,,
Speedy_abi,sc/ui.sc,attack_icon,Speedy,,,,2,,skill,SpeedyWeapon,,,,common,TID_SPEEDY_WEAPON,TID_STAT_DAMAGE_PER_SHOT,,,,genicon_damage,,,,
Speedy_ulti,sc/ui.sc,ulti_icon,Speedy,,,,3,,skill,SpeedyUlti,,,,common,TID_SPEEDY_ULTI,TID_SPEEDY_ULTI_STAT,,,,genicon_damage,genicon_health,,true,true
Speedy_unique,sc/ui.sc,,Speedy,,,,4,,running_charges_ulti,,14,1,,common,TID_SPEC_ABI_SPEEDY_1,,,,,genicon_damage,,,,
Speedy_unique_2,sc/ui.sc,,Speedy,,,,4,,running_charges_weapon,,60,1,,common,TID_SPEC_ABI_SPEEDY_2,,,,,genicon_damage,,,,
712ea998e59dc1ccab9c215a1d71731bd453e402,sc/ui.sc,,07220d24fa2e06c356cad4e7c6037d70b265010e,true,,,0,,unlock,,,,,common,,,,,,,,101,,
2ee96b8e775c9b09f313d8e1f6512beda6556503,sc/ui.sc,health_icon,07220d24fa2e06c356cad4e7c6037d70b265010e,true,,,1,,hp,,,,,common,TID_ARMOR,TID_ARMOR_STAT,,,,genicon_health,,,,
aa1af7bf1fd9b059eba7868156e62e7839e298f3,sc/ui.sc,attack_icon,07220d24fa2e06c356cad4e7c6037d70b265010e,true,,,2,,skill,ShotgunGirlWeapon,,,,common,TID_LONG_RANGE_SHOTGUN,TID_STAT_DAMAGE_PER_SHELL,,,,genicon_damage,,,,
e9113d8031ba7ef4b32086d0cb907fd9743070e2,sc/ui.sc,ulti_icon,07220d24fa2e06c356cad4e7c6037d70b265010e,true,,,3,,skill,ShotgunGirlUlti,,,,common,TID_MEGA_BLASH_ULTI,TID_STAT_DAMAGE_PER_SHELL,,,,genicon_damage,,,,
06a226dbc7ddbcf3f8e97cb995f5cf645a2d3aff,sc/ui.sc,,07220d24fa2e06c356cad4e7c6037d70b265010e,true,true,,4,,petrol_reload,,7,40,,common,TID_SPEC_SUPER_RANGE,,,,,genicon_health,,,,
6ec42df0c615b2d98f9f7fc900a5a4a1c37c5f6e,sc/ui.sc,,07220d24fa2e06c356cad4e7c6037d70b265010e,true,true,,4,,petrol_reload,,7,40,,common,TID_SPEC_SUPER_RANGE,,,,,genicon_health,,,,
Driller_unlock,sc/ui.sc,,Driller,,,,0,,unlock,,,,,super_rare,,,,,,,,305,,
Driller_hp,sc/ui.sc,health_icon,Driller,,,,1,,hp,,,,,common,TID_ARMOR,TID_ARMOR_STAT,,,,genicon_health,,,,
Driller_abi,sc/ui.sc,attack_icon,Driller,,,,2,,skill,DrillerWeapon,,,,common,TID_DRILLER_WEAPON,TID_STAT_DAMAGE,,,,genicon_damage,,,,
Driller_ulti,sc/ui.sc,ulti_icon,Driller,,,,3,,skill,DrillerUlti,,,,common,TID_DRILLER_ULTI,TID_STAT_DAMAGE,,,,genicon_damage,,,,
Driller_unique,sc/ui.sc,,Driller,,,,4,,reflect_damage_aoe,,30,,,common,TID_SPEC_ABI_DRILLER_1,,,,,genicon_damage,,,,
Driller_unique_2,sc/ui.sc,,Driller,,,,4,,reduce_all_damage,,20,,,common,TID_SPEC_ABI_DRILLER_2,,,,,genicon_damage,,,,
Blower_unlock,sc/ui.sc,,Blower,,,1,0,,unlock,,,,,epic,,,,,,,,701,,
Blower_hp,sc/ui.sc,health_icon,Blower,,,,1,,hp,,,,,common,TID_ARMOR,TID_ARMOR_STAT,,,,genicon_health,,,,
Blower_abi,sc/ui.sc,attack_icon,Blower,,,,2,,skill,BlowerWeapon,,,,common,TID_BLOWER_WEAPON,TID_STAT_DAMAGE,,,,genicon_damage,,,,
Blower_ulti,sc/ui.sc,ulti_icon,Blower,,,,3,,skill,BlowerUlti,,,,common,TID_BLOWER_ULTI,TID_STAT_DAMAGE,,,,genicon_damage,,,,
Blower_unique,sc/ui.sc,,Blower,,,,4,,stun_wall_push,,25,,,common,TID_SPEC_ABI_BLOWER_1,,,,,genicon_damage,,,,
Blower_unique_2,sc/ui.sc,,Blower,,,,4,,basic_freeze,,10,350,,common,TID_SPEC_ABI_BLOWER_2,,,,,genicon_damage,,,,
Controller_unlock,sc/ui.sc,,Controller,,,,0,,unlock,,,,,epic,,,,,,,,406,,
Controller_hp,sc/ui.sc,health_icon,Controller,,,,1,,hp,,,,,common,TID_ARMOR,TID_ARMOR_STAT,,,,genicon_health,,,,
Controller_abi,sc/ui.sc,attack_icon,Controller,,,,2,,skill,ControllerWeapon,,,,common,TID_CONTROLLER_WEAPON,TID_STAT_DAMAGE,,,,genicon_damage,,,,
Controller_ulti,sc/ui.sc,ulti_icon,Controller,,,,3,,skill,ControllerUlti,,,,common,TID_CONTROLLER_ULTI,TID_STAT_DAMAGE,,,,genicon_damage,,,,
Controller_unique,sc/ui.sc,,Controller,,,,4,,increase_missile_dmg_over_distance,,1600,,,common,TID_SPEC_ABI_CONTROLLER_1,,,,,genicon_damage,,,,
Controller_unique_2,sc/ui.sc,,Controller,,,,4,,shield_while_ulti,,80,,,common,TID_SPEC_ABI_CONTROLLER_2,,,,,genicon_damage,,,,
Wally_unlock,sc/ui.sc,,Wally,,,,0,,unlock,,,,,mega_epic,,,,,,,,506,,
Wally_hp,sc/ui.sc,health_icon,Wally,,,,1,,hp,,,,,common,TID_ARMOR,TID_ARMOR_STAT,,,,genicon_health,,,,
Wally_abi,sc/ui.sc,attack_icon,Wally,,,,2,,skill,WallyWeapon,,,,common,TID_WALLY_WEAPON,TID_STAT_DAMAGE,,,,genicon_damage,,,,
Wally_ulti,sc/ui.sc,ulti_icon,Wally,,,,3,,skill,WallyUlti,,,,common,TID_WALLY_ULTI,TID_STAT_DAMAGE,,,,genicon_damage,,,,
Wally_unique,sc/ui.sc,,Wally,,,,4,,increased_explosion,,5000,,,common,TID_SPEC_ABI_WALLY_1,,,,,genicon_damage,,,,
Wally_unique_2,sc/ui.sc,,Wally,,,,4,,bush_shield,,30,60,,common,TID_SPEC_ABI_WALLY_2,,,,,genicon_damage,,,,
Rosa_GrowBush,sc/ui.sc,icon_item_rosa_1,Rosa,,,,5,,accessory,Rosa_GrowBush,0,,,common,TID_ACCESSORY_GROW_BUSH,,,,,genicon_health,,,,
Crow_Shield,sc/ui.sc,icon_item_crow_1,Crow,,,,5,,accessory,Crow_Shield,14,15,,common,TID_ACCESSORY_CROW_SHIELD,,,,,genicon_health,,,,
Wally_Heal,sc/ui.sc,icon_item_wally_1,Wally,,,,5,,accessory,Wally_Heal,1,2,3,common,TID_ACCESSORY_WALLY_HEAL,,,,,genicon_health,,,,
RocketGirl_Jump,sc/ui.sc,icon_item_brock_1,RocketGirl,,,,5,,accessory,RocketGirl_Jump,16,17,,common,TID_ACCESSORY_ROCKET_JUMP,,,,,genicon_health,,,,
TrickshotDude_ShootAround,sc/ui.sc,icon_item_ricochet_1,TrickshotDude,,,,5,,accessory,TrickshotDude_ShootAround,0,,,common,TID_ACCESSORY_RICO_SHOOT_AROUND,,,,,genicon_health,,,,
Cactus_ShootAround,sc/ui.sc,icon_item_spike_1,Cactus,,,,5,,accessory,Cactus_ShootAround,19,16,,common,TID_ACCESSORY_CACTUS_SHOOT_AROUND,,,,,genicon_health,,,,
ArtilleryDude_Cover,sc/ui.sc,icon_item_penny_1,ArtilleryDude,,,,5,,accessory,ArtilleryDude_Cover,0,,,common,TID_ACCESSORY_ARTILLERY_DUDE_GADGET_1,,,,,genicon_health,,,,
Shaman_PetSlam,sc/ui.sc,icon_item_nita_1,Shaman,,,,5,,accessory,Shaman_PetSlam,0,,,common,TID_ACCESSORY_PET_SLAM,,,,,genicon_health,,,,
Barkeep_Slow,sc/ui.sc,icon_item_barley_1,Barkeep,,,,5,,accessory,Barkeep_Slow,0,,,common,TID_ACCESSORY_BARKEEP_SLOW,,,,,genicon_health,,,,
Mechanic_Slow,sc/ui.sc,icon_item_jessie_1,Mechanic,,,,5,,accessory,Mechanic_Slow,0,,,common,TID_ACCESSORY_JESSIE_SLOW,,,,,genicon_health,,,,
HookDude_Push,sc/ui.sc,icon_item_gene_1,HookDude,,,,5,,accessory,HookDude_Push,1,20,,common,TID_ACCESSORY_GENE_PUSH,,,,,genicon_health,,,,
ClusterBombDude_ExtraMines,sc/ui.sc,icon_item_tick_1,ClusterBombDude,,,,5,,accessory,ClusterBombDude_ExtraMines,1,,,common,TID_ACCESSORY_TICK_EXTRA_MINES,,,,,genicon_health,,,,
Speedy_Dash,sc/ui.sc,icon_item_max_1,Speedy,,,,5,,accessory,Speedy_Dash,0,,,common,TID_ACCESSORY_MAX_DASH,,,,,genicon_health,,,,
ShotgunGirl_Dash,sc/ui.sc,icon_item_shelly_1,ShotgunGirl,,,,5,,accessory,ShotgunGirl_Dash,0,,,common,TID_ACCESSORY_SHELLY_DASH,,,,,genicon_health,,,,
Driller_SpeedBoost,sc/ui.sc,icon_item_driller_1,Driller,,,,5,,accessory,Driller_SpeedBoost,21,22,,common,TID_ACCESSORY_DRILLER_SPEED_BOOST,,,,,genicon_health,,,,
MinigunDude_BurstHeal,sc/ui.sc,icon_item_pam_1,MinigunDude,,,,5,,accessory,MinigunDude_BurstHeal,12,,,common,TID_ACCESSORY_TOWER_BURST_HEAL,,,,,genicon_health,,,,
TntDude_Spin,sc/ui.sc,icon_item_dynamike_1,TntDude,,,,5,,accessory,TntDude_Spin,3,,,common,TID_ACCESSORY_TNT_SPIN,,,,,genicon_health,,,,
Arcade_Teleport,sc/ui.sc,icon_item_8bit_1,Arcade,,,,5,,accessory,Arcade_Teleport,0,,,common,TID_ACCESSORY_TELEPORT_TO_PET,,,,,genicon_health,,,,
BarrelBot_Spin,sc/ui.sc,icon_item_darryl_1,BarrelBot,,,,5,,accessory,BarrelBot_Spin,3,10,,common,TID_ACCESSORY_BARREL_SPIN,,,,,genicon_health,,,,
HammerDude_Immunity,sc/ui.sc,icon_item_frank_1,HammerDude,,,,5,,accessory,HammerDude_Immunity,0,,,common,TID_ACCESSORY_FRANK_CC_IMMUNITY,,,,,genicon_health,,,,
Whirlwind_Trail,sc/ui.sc,icon_item_carl_1,Whirlwind,,,,5,,accessory,Whirlwind_Trail,23,,,common,TID_ACCESSORY_CARL_TRAIL,,,,,genicon_health,,,,
BowDude_Totem,sc/ui.sc,icon_item_bo_1,BowDude,,,,5,,accessory,BowDude_Totem,0,,,common,TID_ACCESSORY_BOW_TOTEM,,,,,genicon_health,,,,
Luchador_Grab,sc/ui.sc,icon_item_elprimo_1,Luchador,,,,5,,accessory,Luchador_Grab,0,,,common,TID_ACCESSORY_PRIMO_GRAB,,,,,genicon_health,,,,
Undertaker_Swing,sc/ui.sc,icon_item_mortis_1,Undertaker,,,,5,,accessory,Undertaker_Swing,16,17,,common,TID_ACCESSORY_MORTIS_SWING,,,,,genicon_health,,,,
BlackHole_Vision,sc/ui.sc,icon_item_tara_1,BlackHole,,,,5,,accessory,BlackHole_Vision,20,1,,common,TID_ACCESSORY_TARA_VISION,,,,,genicon_health,,,,
DeadMariachi_Regen,sc/ui.sc,icon_item_poco_1,DeadMariachi,,,,5,,accessory,DeadMariachi_Regen,16,17,,common,TID_ACCESSORY_POCO_REGEN,,,,,genicon_health,,,,
Sniper_HandGun,sc/ui.sc,icon_item_piper_1,Sniper,,,,5,,accessory,Sniper_HandGun,19,2,,common,TID_ACCESSORY_SNIPER_HANDGUN,,,,,genicon_health,,,,
SpawnerDude_Promote,sc/ui.sc,icon_item_spawner_1,SpawnerDude,,,,5,,accessory,SpawnerDude_Promote,1,2,3,common,TID_ACCESSORY_SPAWNER_DUDE_PROMOTE,,,,,genicon_health,,,,
Sandstorm_Sleep,sc/ui.sc,icon_item_sandy_1,Sandstorm,,,,5,,accessory,Sandstorm_Sleep,13,,,common,TID_ACCESSORY_SANDY_SLEEP,,,,,genicon_health,,,,
BeeSniper_Slow,sc/ui.sc,icon_item_bea_1,BeeSniper,,,,5,,accessory,BeeSniper_Slow,0,,,common,TID_ACCESSORY_BEE_SNIPER_SLOW,,,,,genicon_health,,,,
BullDude_Heal,sc/ui.sc,icon_item_bull_1,BullDude,,,,5,,accessory,BullDude_Heal,1,20,,common,TID_ACCESSORY_BULL_HEAL,,,,,genicon_health,,,,
Gunslinger_Reload,sc/ui.sc,icon_item_colt_1,Gunslinger,,,,5,,accessory,Gunslinger_Reload,11,,,common,TID_ACCESSORY_GUNSLINGER_RELOAD,,,,,genicon_health,,,,
Mummy_Push,sc/ui.sc,icon_item_emz_1,Mummy,,,,5,,accessory,Mummy_Push,16,17,,common,TID_ACCESSORY_MUMMY_PUSH,,,,,genicon_health,,,,
Baseball_Heal,sc/ui.sc,icon_item_bibi_1,Baseball,,,,5,,accessory,Baseball_Heal,1,20,,common,TID_ACCESSORY_BASEBALL_HEAL,,,,,genicon_health,,,,
Ninja_Fake,sc/ui.sc,icon_item_leon_1,Ninja,,,,5,,accessory,Ninja_Fake,0,,,common,TID_ACCESSORY_NINJA_FAKE,,,,,genicon_health,,,,
Blower_Trampoline,sc/ui.sc,icon_item_gale_1,Blower,,,,5,,accessory,Blower_Trampoline,0,,,common,TID_ACCESSORY_BLOWER_TRAMPOLINE,,,,,genicon_health,,,,
Controller_Explode,sc/ui.sc,icon_item_nani_1,Controller,,,,5,,accessory,Controller_Explode,0,,,common,TID_ACCESSORY_CONTROLLER_EXPLODE,,,,,genicon_health,,,,
PowerLeveler_unlock,sc/ui.sc,,PowerLeveler,,,2,0,,unlock,,,,,epic,,,,,,,,702,,
PowerLeveler_hp,sc/ui.sc,health_icon,PowerLeveler,,,,1,,hp,,,,,common,TID_ARMOR,TID_ARMOR_STAT,,,,genicon_health,,,,
PowerLeveler_abi,sc/ui.sc,attack_icon,PowerLeveler,,,,2,,skill,PowerLevelerWeapon,,,,common,TID_POWER_LEVELER_WEAPON,TID_STAT_DAMAGE,,,,genicon_damage,,,,
PowerLeveler_ulti,sc/ui.sc,ulti_icon,PowerLeveler,,,,3,,skill,PowerLevelerUlti,,,,common,TID_POWER_LEVELER_ULTI,TID_STAT_DAMAGE,,,,genicon_damage,,,,
PowerLeveler_unique,sc/ui.sc,,PowerLeveler,,,,4,,split_also_wall_hit,,1,,,common,TID_SPEC_ABI_POWER_LEVELER_1,,,,,genicon_damage,,,,
PowerLeveler_unique_2,sc/ui.sc,,PowerLeveler,,,,4,,decrease_level_loss,,1,,,common,TID_SPEC_ABI_POWER_LEVELER_2,,,,,genicon_damage,,,,
PowerLeveler_ExtraLevels,sc/ui.sc,icon_item_surge_1,PowerLeveler,,,,5,,accessory,PowerLeveler_ExtraLevels,1,28,,common,TID_ACCESSORY_POWER_LEVELER_EXTRA_LEVELS,,,,,genicon_health,,,,
Crow_PoisonTrigger,sc/ui.sc,icon_item_crow_2,Crow,,,,5,,accessory,Crow_PoisonTrigger,24,3,,common,TID_ACCESSORY_CROW_POISON_TRIGGER,,,,,genicon_health,,,,
ArtilleryDude_Barrage,sc/ui.sc,icon_item_penny_2,ArtilleryDude,,,,5,,accessory,ArtilleryDude_Barrage,0,,,common,TID_ACCESSORY_ARTILLERY_DUDE_GADGET_2,,,,,genicon_health,,,,
ShotgunGirl_Focus,sc/ui.sc,icon_item_shelly_2,ShotgunGirl,,,,5,,accessory,ShotgunGirl_Focus,20,,,common,TID_ACCESSORY_SHELLY_FOCUS,,,,,genicon_health,,,,
BowDude_MineTrigger,sc/ui.sc,icon_item_bo_2,BowDude,,,,5,,accessory,BowDude_MineTrigger,20,1,,common,TID_ACCESSORY_BO_MINE_TRIGGER,,,,,genicon_health,,,,
Undertaker_Reload,sc/ui.sc,icon_item_mortis_2,Undertaker,,,,5,,accessory,Undertaker_Reload,20,1,,common,TID_ACCESSORY_UNDERTAKER_RELOAD,,,,,genicon_health,,,,
Sniper_Seeker,sc/ui.sc,icon_item_piper_2,Sniper,,,,5,,accessory,Sniper_Seeker,0,,,common,TID_ACCESSORY_SNIPER_SEEKER,,,,,genicon_health,,,,
Luchador_Meteor,sc/ui.sc,icon_item_elprimo_2,Luchador,,,,5,,accessory,Luchador_Meteor,1,2,3,common,TID_ACCESSORY_LUCHADOR_METEOR,,,,,genicon_health,,,,
Barkeep_HealPotion,sc/ui.sc,icon_item_barley_2,Barkeep,,,,5,,accessory,Barkeep_HealPotion,2,,,common,TID_ACCESSORY_BARKEEP_HEAL_POTION,,,,,genicon_health,,,,
TntDude_Stun,sc/ui.sc,icon_item_dynamike_2,TntDude,,,,5,,accessory,TntDude_Stun,25,,,common,TID_ACCESSORY_TNT_STUN,,,,,genicon_health,,,,
Mechanic_TurretBuff,sc/ui.sc,icon_item_jessie_2,Mechanic,,,,5,,accessory,Mechanic_TurretBuff,20,1,,common,TID_ACCESSORY_MECHANIC_TURRET_BUFF,,,,,genicon_health,,,,
Percenter_unlock,sc/ui.sc,,Percenter,,,3,0,,unlock,,,,,epic,,,,,,,,703,,
Percenter_hp,sc/ui.sc,health_icon,Percenter,,,,1,,hp,,,,,common,TID_ARMOR,TID_ARMOR_STAT,,,,genicon_health,,,,
Percenter_abi,sc/ui.sc,attack_icon,Percenter,,,,2,,skill,PercenterWeapon,,,,common,TID_PERCENTER_WEAPON,TID_STAT_DAMAGE,,,,genicon_damage,,,,
Percenter_ulti,sc/ui.sc,ulti_icon,Percenter,,,,3,,skill,PercenterUlti,,,,common,TID_PERCENTER_ULTI,TID_STAT_DAMAGE,,,,genicon_damage,,,,
Percenter_unique,sc/ui.sc,,Percenter,,,,4,,push_charge,,300,,,common,TID_SPEC_ABI_PERCENTER_1,,,,,genicon_damage,,,,
Percenter_unique_2,sc/ui.sc,,Percenter,,,,4,,shield_charge,,20,10,100,common,TID_SPEC_ABI_PERCENTER_2,,,,,genicon_damage,,,,
Percenter_StaticDamage,sc/ui.sc,icon_item_colette_1,Percenter,,,,5,,accessory,Percenter_StaticDamage,1,,,common,TID_ACCESSORY_PERCENTER_STATIC_DAMAGE,,,,,genicon_health,,,,
FireDude_unlock,sc/ui.sc,,FireDude,,,,0,,unlock,,,,,legendary,,,,,,,,605,,
FireDude_hp,sc/ui.sc,health_icon,FireDude,,,,1,,hp,,,,,common,TID_ARMOR,TID_ARMOR_STAT,,,,genicon_health,,,,
FireDude_abi,sc/ui.sc,attack_icon,FireDude,,,,2,,skill,FireDudeWeapon,,,,common,TID_FIRE_DUDE_WEAPON,TID_STAT_DAMAGE_PER_SECOND,,,,genicon_damage,,,,
FireDude_ulti,sc/ui.sc,ulti_icon,FireDude,,,,3,,skill,FireDudeUlti,,,,common,TID_FIRE_DUDE_ULTI,TID_STAT_DAMAGE,,,,genicon_damage,,,,
FireDude_unique,sc/ui.sc,,FireDude,,,,4,,more_petrol,,200,,,common,TID_SPEC_ABI_FIRE_DUDE_1,,,,,genicon_damage,,,,
